"SYMBOL","NAME OF COMPANY","SERIES","DATE OF LISTING","PAID UP VALUE","MARKET LOT","ISIN NUMBER","FACE VALUE","marketcap","price"
"SUVENPHAR","Suven Pharmaceuticals Limited","BE","09-MAR-2020","1","1","INE03QK01018","1","",""
"SUZLON","Suzlon Energy Limited","EQ","19-OCT-2005","2","1","INE040H01021","2","1,224","2.30"
"SWANENERGY","Swan Energy Limited","EQ","29-MAY-2012","1","1","INE665A01038","1","2,556","104.65"
"SWARAJENG","Swaraj Engines Limited","EQ","06-DEC-1995","10","1","INE277A01016","10","1,550","1,278"
"SWELECTES","Swelect Energy Systems Limited","EQ","09-MAY-2006","10","1","INE409B01013","10","144.31","95.20"
"SWSOLAR","Sterling And Wilson Solar Limited","EQ","20-AUG-2019","1","1","INE00M201021","1","2,073","129.30"
"SYMPHONY","Symphony Limited","EQ","15-JUN-2011","2","1","INE225D01027","2","8,626","1,233"
"SYNCOM","Syncom Healthcare Limited","EQ","15-FEB-2010","10","1","INE602K01014","10","2.20","0.55"
"SYNDIBANK","Syndicate Bank","EQ","22-DEC-1999","10","1","INE667A01018","10","4,858","18.10"
"SYNGENE","Syngene International Limited","EQ","11-AUG-2015","10","1","INE398R01022","10","11,578","289.45"
"TAINWALCHM","Tainwala Chemical and Plastic (I) Limited","EQ","27-JUL-1995","10","1","INE123C01018","10","39.22","41.90"
"TAJGVK","Taj GVK Hotels & Resorts Limited","EQ","20-DEC-2000","2","1","INE586B01026","2","784.71","125.15"
"TAKE","Take Solutions Limited","EQ","27-AUG-2007","1","1","INE142I01023","1","937.16","63.35"
"TALBROAUTO","Talbros Automotive Components Limited","EQ","29-SEP-2006","10","1","INE187D01011","10","121.59","98.45"
"TALWALKARS","Talwalkars Better Value Fitness Limited","BE","10-MAY-2010","10","1","INE502K01016","10","4.19","1.35"
"TALWGYM","Talwalkars Healthclubs Limited","BE","29-JUN-2018","10","1","INE627Z01019","10","2.17","0.70"
"TANLA","Tanla Solutions Limited","EQ","05-JAN-2007","1","1","INE483C01032","1","882.53","61.35"
"TARMAT","Tarmat Limited","EQ","09-JUL-2007","10","1","INE924H01018","10","42.57","33.00"
"TASTYBITE","Tasty Bite Eatables Limited","EQ","23-MAR-2017","10","1","INE488B01017","10","2,957","11,525"
"TATACHEM","Tata Chemicals Limited","EQ","01-APR-1999","10","1","INE092A01019","10","7,527","295.45"
"TATACOFFEE","Tata Coffee Limited","EQ","16-FEB-2000","1","1","INE493A01027","1","1,334","71.45"
"TATACOMM","Tata Communications Limited","EQ","12-APR-1995","10","1","INE151A01013","10","9,079","318.55"
"TATACONSUM","TATA CONSUMER PRODUCTS LIMITED","EQ","18-NOV-1998","1","1","INE192A01025","1","20,692","327.85"
"TATAELXSI","Tata Elxsi Limited","EQ","17-SEP-2003","10","1","INE670A01012","10","6,057","972.55"
"TATAINVEST","Tata Investment Corporation Limited","EQ","24-JUN-1998","10","1","INE672A01018","10","3,975","785.60"
"TATAMETALI","Tata Metaliks Limited","EQ","27-MAY-2003","10","1","INE056C01010","10","1,628","579.50"
"TATAMOTORS","Tata Motors Limited","EQ","22-JUL-1998","2","1","INE155A01022","2","32,762","98.90"
"TATAMTRDVR","Tata Motors Limited","EQ","05-NOV-2008","2","1","IN9155A01020","2","2,212","43.50"
"TATAPOWER","Tata Power Company Limited","EQ","03-APR-1996","1","1","INE245A01021","1","10,251","37.90"
"TATASTEEL","Tata Steel Limited","EQ","18-NOV-1998","10","1","INE081A01012","10","33,770","299.75"
"TATASTLBSL","Tata Steel Bsl Limited","EQ","21-NOV-2003","2","1","INE824B01021","2","2,099","19.20"
"TATASTLLP","Tata Steel Long Products Limited","EQ","24-FEB-2003","10","1","INE674A01014","10","1,267","281.00"
"TBZ","Tribhovandas Bhimji Zaveri Limited","EQ","09-MAY-2012","10","1","INE760L01018","10","178.50","26.75"
"TCI","Transport Corporation of India Limited","EQ","21-JAN-2002","2","1","INE688A01022","2","1,492","194.15"
"TCIDEVELOP","TCI Developers Limited","EQ","19-APR-2011","10","1","INE662L01016","10","99.42","266.55"
"TCIEXP","TCI Express Limited","EQ","15-DEC-2016","2","1","INE586V01016","2","2,755","718.35"
"TCIFINANCE","TCI Finance Limited","EQ","21-MAY-1997","10","1","INE911B01018","10","6.63","5.15"
"TCNSBRANDS","TCNS Clothing Co. Limited","EQ","30-JUL-2018","2","1","INE778U01029","2","3,113","506.35"
"TCPLPACK","TCPL Packaging Limited","EQ","17-OCT-2017","10","1","INE822C01015","10","210.30","231.10"
"TCS","Tata Consultancy Services Limited","EQ","25-AUG-2004","1","1","INE467B01029","1","733,103","1,954"
"TDPOWERSYS","TD Power Systems Limited","EQ","08-SEP-2011","10","1","INE419M01019","10","463.25","147.80"
"TEAMLEASE","Teamlease Services Limited","EQ","12-FEB-2016","10","1","INE985S01024","10","4,089","2,392"
"TECHIN","Techindia Nirman Limited","EQ","08-SEP-2011","10","1","INE778A01021","10","3.15","2.20"
"TECHM","Tech Mahindra Limited","EQ","28-AUG-2006","5","1","INE669C01036","5","68,428","708.55"
"TECHNOE","Techno Electric & Engineering Company Limited","EQ","04-DEC-2018","2","1","INE285K01026","2","3,058","278.00"
"TECHNOFAB","Technofab Engineering Limited","EQ","16-JUL-2010","10","1","INE509K01011","10","7.34","7.00"
"TEJASNET","Tejas Networks Limited","EQ","27-JUN-2017","10","1","INE010J01012","10","423.70","45.95"
"TERASOFT","Tera Software Limited","EQ","29-DEC-2016","10","1","INE482B01010","10","23.65","18.90"
"TEXINFRA","Texmaco Infrastructure & Holdings Limited","EQ","09-SEP-2004","1","1","INE435C01024","1","407.77","32.00"
"TEXMOPIPES","Texmo Pipes and Products Limited","EQ","10-MAR-2010","10","1","INE141K01013","10","26.32","10.00"
"TEXRAIL","Texmaco Rail & Engineering Limited","EQ","03-MAR-2011","1","1","INE621L01012","1","577.98","21.60"
"TFCILTD","Tourism Finance Corporation of India Limited","EQ","26-JUL-2000","10","1","INE305A01015","10","437.50","54.20"
"TFL","Transwarranty Finance Limited","EQ","26-FEB-2007","10","1","INE804H01012","10","7.34","3.00"
"TGBHOTELS","TGB Banquets And Hotels Limited","EQ","17-MAY-2007","10","1","INE797H01018","10","8.05","2.75"
"THANGAMAYL","Thangamayil Jewellery Limited","EQ","19-FEB-2010","10","1","INE085J01014","10","551.89","402.25"
"THEINVEST","The Investment Trust Of India Limited","EQ","02-AUG-2017","10","1","INE924D01017","10","495.19","97.05"
"THEMISMED","Themis Medicare Limited","EQ","02-APR-2007","10","1","INE083B01016","10","291.35","317.10"
"THERMAX","Thermax Limited","EQ","30-AUG-1995","2","1","INE152A01029","2","10,130","850.15"
"THIRUSUGAR","Thiru Arooran Sugars Limited","BZ","02-MAY-1995","10","1","INE409A01015","10","4.02","3.55"
"THOMASCOOK","Thomas Cook  (India)  Limited","EQ","07-JUN-2000","1","1","INE332A01027","1","1,634","43.20"
"THOMASCOTT","Thomas Scott (India) Limited","BE","30-JAN-2012","10","1","INE480M01011","10","1.41","4.15"
"THYROCARE","Thyrocare Technologies Limited","EQ","09-MAY-2016","10","1","INE594H01019","10","2,781","526.35"
"TI","Tilaknagar Industries Limited","EQ","16-JUL-2010","10","1","INE133E01013","10","184.57","14.75"
"TIDEWATER","Tide Water Oil Company (India) Limited","EQ","16-JAN-2007","5","1","INE484C01022","5","1,372","3,938"
"TIIL","Technocraft Industries (India) Limited","EQ","12-FEB-2007","10","1","INE545H01011","10","704.50","288.00"
"TIINDIA","Tube Investments of India Limited","EQ","02-NOV-2017","1","1","INE974X01010","1","9,428","501.95"
"TIJARIA","Tijaria Polypipes Limited","EQ","14-OCT-2011","10","1","INE440L01017","10","13.03","4.55"
"TIL","TIL Limited","EQ","27-SEP-1995","10","1","INE806C01018","10","137.56","137.15"
"TIMESGTY","Times Guaranty Limited","EQ","11-JUN-2002","10","1","INE289C01025","10","22.48","25.00"
"TIMETECHNO","Time Technoplast Limited","EQ","13-JUN-2007","1","1","INE508G01029","1","880.84","38.95"
"TIMKEN","Timken India Limited","EQ","06-FEB-2007","10","1","INE325A01013","10","7,057","938.20"
"TINPLATE","The Tinplate Company of India Limited","EQ","27-JAN-2006","10","1","INE422C01014","10","1,069","102.15"
"TIPSINDLTD","TIPS Industries Limited","EQ","10-NOV-2000","10","1","INE716B01011","10","150.70","105.25"
"TIRUMALCHM","Thirumalai Chemicals Limited","EQ","14-MAY-2003","1","1","INE338A01024","1","597.95","58.40"
"TITAN","Titan Company Limited","EQ","24-SEP-2004","1","1","INE280A01028","1","105,438","1,188"
"TMRVL","The Mandhana Retail Ventures Limited","EQ","14-DEC-2016","10","1","INE759V01019","10","14.80","6.70"
"TNPETRO","Tamilnadu PetroProducts Limited","EQ","27-OCT-1999","10","1","INE148A01019","10","282.96","31.45"
"TNPL","Tamil Nadu Newsprint & Papers Limited","EQ","14-FEB-1996","10","1","INE107A01015","10","1,008","145.70"
"TNTELE","Tamilnadu Telecommunication Limited","BE","04-FEB-2003","10","1","INE141D01018","10","6.17","1.35"
"TOKYOPLAST","Tokyo Plast International Limited","EQ","11-OCT-1995","10","1","INE932C01012","10","58.09","61.15"
"TORNTPHARM","Torrent Pharmaceuticals Limited","EQ","25-NOV-2002","5","1","INE685A01028","5","36,194","2,139"
"TORNTPOWER","Torrent Power Limited","EQ","28-NOV-2006","10","1","INE813H01021","10","14,772","307.35"
"TOUCHWOOD","Touchwood Entertainment Limited","EQ","21-JAN-2020","10","1","INE486Y01013","10","69.39","68.15"
"TPLPLASTEH","TPL Plastech Limited","EQ","20-MAY-2015","10","1","INE413G01014","10","75.01","95.00"
"TREEHOUSE","Tree House Education & Accessories Limited","EQ","26-AUG-2011","10","1","INE040M01013","10","16.29","3.85"
"TREJHARA","TREJHARA SOLUTIONS LIMITED","EQ","28-DEC-2018","10","1","INE00CA01015","10","7.15","6.05"
"TRENT","Trent Limited","EQ","07-JUN-2004","1","1","INE849A01020","1","23,443","659.45"
"TRF","TRF Limited","EQ","26-MAR-2010","10","1","INE391D01019","10","88.11","80.10"
"TRIDENT","Trident Limited","EQ","21-FEB-2001","1","1","INE064C01022","1","2,395","4.70"
"TRIGYN","Trigyn Technologies Limited","EQ","09-APR-1998","10","1","INE948A01012","10","104.52","33.95"
"TRIL","Transformers And Rectifiers (India) Limited","EQ","28-DEC-2007","1","1","INE763I01026","1","94.12","7.10"
"TRITURBINE","Triveni Turbine Limited","EQ","28-OCT-2011","1","1","INE152M01016","1","2,685","83.05"
"TRIVENI","Triveni Engineering & Industries Limited","EQ","13-DEC-2005","1","1","INE256C01024","1","1,281","51.65"
"TTKHLTCARE","TTK Healthcare Limited","EQ","02-DEC-2015","10","1","INE910C01018","10","531.51","376.15"
"TTKPRESTIG","TTK Prestige Limited","EQ","22-DEC-1999","10","1","INE690A01010","10","7,840","5,656"
"TTL","T T Limited","EQ","22-FEB-2007","10","1","INE592B01016","10","84.93","39.50"
"TTML","Tata Teleservices (Maharashtra) Limited","BE","20-OCT-2000","10","1","INE517B01013","10","449.63","2.30"
"TV18BRDCST","TV18 Broadcast Limited","EQ","08-FEB-2007","2","1","INE886H01027","2","3,334","19.45"
"TVSELECT","TVS Electronics Limited","EQ","26-DEC-2003","10","1","INE236G01019","10","145.38","77.95"
"TVSMOTOR","TVS Motor Company Limited","EQ","02-AUG-2000","1","1","INE494B01023","1","19,185","403.80"
"TVSSRICHAK","TVS Srichakra Limited","EQ","13-FEB-2007","10","1","INE421C01016","10","1,063","1,387"
"TVTODAY","TV Today Network Limited","EQ","16-JAN-2004","5","1","INE038F01029","5","1,167","195.65"
"TVVISION","TV Vision Limited","EQ","15-SEP-2016","10","1","INE871L01013","10","3.67","1.05"
"TWL","Titagarh Wagons Limited","EQ","21-APR-2008","2","1","INE615H01020","2","418.49","36.20"
"UBL","United Breweries Limited","EQ","28-JUL-2008","1","1","INE686F01025","1","31,013","1,173"
"UCALFUEL","Ucal Fuel Systems Limited","EQ","13-SEP-1995","10","1","INE139B01016","10","199.54","90.25"
"UCOBANK","UCO Bank","EQ","09-OCT-2003","10","1","INE691A01018","10","9,917","11.50"
"UFLEX","UFLEX Limited","EQ","23-AUG-1995","10","1","INE516A01017","10","1,345","186.20"
"UFO","UFO Moviez India Limited","EQ","14-MAY-2015","10","1","INE527H01019","10","289.60","102.15"
"UGARSUGAR","The Ugar Sugar Works Limited","EQ","23-AUG-2010","1","1","INE071E01023","1","135.56","12.05"
"UJAAS","Ujaas Energy Limited","EQ","20-OCT-2011","1","1","INE899L01022","1","59.01","2.95"
"UJJIVAN","Ujjivan Financial Services Limited","EQ","10-MAY-2016","10","1","INE334L01012","10","3,686","303.15"
"UJJIVANSFB","Ujjivan Small Finance Bank Limited","EQ","12-DEC-2019","10","1","INE551W01018","10","7,138","41.30"
"ULTRACEMCO","UltraTech Cement Limited","EQ","24-AUG-2004","10","1","INE481G01011","10","115,259","3,993"
"UMANGDAIRY","Umang Dairies Limited","EQ","02-DEC-2015","5","1","INE864B01027","5","79.32","36.05"
"UMESLTD","Usha Martin Education & Solutions Limited","EQ","12-JUL-2010","1","1","INE240C01028","1","2.85","1.08"
"UNICHEMLAB","Unichem Laboratories Limited","EQ","07-FEB-2001","2","1","INE351A01035","2","794.53","112.85"
"UNIENTER","Uniphos Enterprises Limited","EQ","23-JAN-2004","2","1","INE037A01022","2","363.75","52.30"
"UNIONBANK","Union Bank of India","EQ","24-SEP-2002","10","1","INE692A01016","10","11,261","32.90"
"UNIPLY","Uniply Industries Limited","EQ","08-MAR-2007","2","1","INE950G01023","2","96.40","5.75"
"UNITECH","Unitech Limited","BZ","08-SEP-1999","2","1","INE694A01020","2","510.18","1.95"
"UNITEDBNK","United Bank of India","EQ","18-MAR-2010","10","1","INE695A01019","10","4,807","5.30"
"UNITEDTEA","The United Nilgiri Tea Estates Company Limited","EQ","28-JAN-2015","10","1","INE458F01011","10","110.70","221.55"
"UNITY","Unity Infraprojects Limited","BZ","12-JUN-2006","2","1","INE466H01028","2","2.42","0.20"
"UNIVCABLES","Universal Cables Limited","EQ","17-MAY-1995","10","1","INE279A01012","10","417.39","120.30"
"UNIVPHOTO","Universus Photo Imagings Limited","EQ","14-FEB-2020","10","1","INE03V001013","10","",""
"UPL","UPL Limited","EQ","23-JAN-2004","2","1","INE628A01036","2","39,497","516.95"
"URJA","Urja Global Limited","EQ","28-MAR-2017","1","1","INE550C01020","1","55.79","1.10"
"USHAMART","Usha Martin Limited","EQ","11-OCT-2000","1","1","INE228A01035","1","594.17","19.50"
"UTTAMSTL","Uttam Galva Steels Limited","EQ","25-MAY-1995","10","1","INE699A01011","10","73.98","5.20"
"UTTAMSUGAR","Uttam Sugar Mills Limited","EQ","10-APR-2006","10","1","INE786F01031","10","298.83","78.35"
"UVSL","Uttam Value Steels Limited","EQ","24-JUN-2016","1","1","INE292A01023","1","66.08","0.10"
"V2RETAIL","V2 Retail Limited","EQ","04-JUL-2007","10","1","INE945H01013","10","229.32","67.30"
"VADILALIND","Vadilal Industries Limited","EQ","15-JUN-2011","10","1","INE694D01016","10","477.24","663.75"
"VAIBHAVGBL","Vaibhav Global Limited","EQ","05-APR-2004","10","1","INE884A01019","10","3,193","988.35"
"VAISHALI","Vaishali Pharma Limited","EQ","15-JAN-2020","10","1","INE972X01014","10","52.63","49.90"
"VAKRANGEE","Vakrangee Limited","EQ","03-APR-2006","1","1","INE051B01021","1","4,148","39.15"
"VARDHACRLC","Vardhman Acrylics Limited","EQ","30-SEP-2003","10","1","INE116G01013","10","249.93","31.10"
"VARDMNPOLY","Vardhman Polytex Limited","EQ","12-MAY-2003","10","1","INE835A01011","10","7.69","3.45"
"VARROC","Varroc Engineering Limited","EQ","06-JUL-2018","1","1","INE665L01035","1","4,503","334.05"
"VASCONEQ","Vascon Engineers Limited","EQ","15-FEB-2010","10","1","INE893I01013","10","187.93","10.55"
"VASWANI","Vaswani Industries Limited","EQ","20-SEP-2011","10","1","INE590L01019","10","10.20","3.40"
"VBL","Varun Beverages Limited","EQ","08-NOV-2016","10","1","INE200M01013","10","22,596","782.70"
"VEDL","Vedanta Limited","EQ","13-MAY-1998","1","1","INE205A01025","1","34,198","92.00"
"VENKEYS","Venky's (India) Limited","EQ","28-JUL-2003","10","1","INE398A01010","10","1,448","1,028"
"VENUSREM","Venus Remedies Limited","EQ","20-DEC-2006","10","1","INE411B01019","10","39.49","32.00"
"VESUVIUS","Vesuvius India Limited","EQ","04-OCT-2002","10","1","INE386A01015","10","2,128","1,048"
"VETO","Veto Switchgears And Cables Limited","EQ","29-APR-2015","10","1","INE918N01018","10","73.88","38.65"
"VGUARD","V-Guard Industries Limited","EQ","13-MAR-2008","1","1","INE951I01027","1","8,278","193.35"
"VHL","Vardhman Holdings Limited","EQ","30-JUN-2005","10","1","INE701A01023","10","334.76","1,049"
"VICEROY","Viceroy Hotels Limited","BE","21-AUG-2007","10","1","INE048C01017","10","4.24","1.00"
"VIDEOIND","Videocon Industries Limited","BZ","31-JUL-1996","10","1","INE703A01011","10","50.17","1.50"
"VIDHIING","Vidhi Specialty Food Ingredients Limited","EQ","02-MAR-2016","1","1","INE632C01026","1","304.41","60.95"
"VIJIFIN","Viji Finance Limited","EQ","11-JUL-2016","1","1","INE159N01027","1","2.48","0.30"
"VIKASECO","Vikas EcoTech Limited","EQ","12-DEC-2011","1","1","INE806A01020","1","44.78","1.60"
"VIKASMCORP","Vikas Multicorp Limited","EQ","08-MAY-2019","1","1","INE161L01027","1","126.06","1.90"
"VIKASPROP","Vikas Proppant & Granite Limited","EQ","19-AUG-2019","1","1","INE767B01022","1","440.37","8.70"
"VIKASWSP","Vikas WSP Limited","EQ","10-MAY-1995","1","1","INE706A01022","1","139.02","6.80"
"VIMTALABS","Vimta Labs Limited","EQ","15-DEC-2005","2","1","INE579C01029","2","184.31","83.40"
"VINATIORGA","Vinati Organics Limited","EQ","28-JUL-2009","1","1","INE410B01037","1","8,690","845.50"
"VINDHYATEL","Vindhya Telelinks Limited","EQ","08-FEB-1995","10","1","INE707A01012","10","865.23","730.15"
"VINYLINDIA","Vinyl Chemicals (India) Limited","EQ","21-JUL-2008","1","1","INE250B01029","1","102.69","56.00"
"VIPCLOTHNG","VIP Clothing Limited","EQ","06-AUG-2007","2","1","INE450G01024","2","44.19","5.35"
"VIPIND","VIP Industries Limited","EQ","02-MAR-2005","2","1","INE054A01027","2","5,131","363.05"
"VIPULLTD","Vipul Limited","EQ","23-APR-2015","1","1","INE946H01037","1","188.98","15.75"
"VISAKAIND","Visaka Industries Limited","EQ","28-AUG-1996","10","1","INE392A01013","10","286.95","180.70"
"VISASTEEL","Visa Steel Limited","EQ","17-MAR-2006","10","1","INE286H01012","10","41.68","3.60"
"VISHAL","Vishal Fabrics Limited","BE","19-AUG-2019","5","1","INE755Q01025","5","812.40","185.00"
"VISHNU","Vishnu Chemicals Limited","EQ","05-MAR-2015","10","1","INE270I01014","10","119.02","99.60"
"VISHWARAJ","Vishwaraj Sugar Industries Limited","EQ","15-OCT-2019","10","1","INE430N01014","10","236.79","63.05"
"VIVIDHA","Visagar Polytex Limited","EQ","21-MAY-2013","1","1","INE370E01029","1","5.85","0.20"
"VIVIMEDLAB","Vivimed Labs Limited","EQ","17-AUG-2005","2","1","INE526G01021","2","81.67","9.85"
"VLSFINANCE","VLS Finance Limited","EQ","25-MAY-1995","10","1","INE709A01018","10","174.56","45.15"
"VMART","V-Mart Retail Limited","EQ","20-FEB-2013","10","1","INE665J01013","10","3,885","2,140"
"VOLTAMP","Voltamp Transformers Limited","EQ","20-SEP-2006","10","1","INE540H01012","10","1,281","1,266"
"VOLTAS","Voltas Limited","EQ","12-APR-1995","1","1","INE226A01021","1","21,210","641.00"
"VRLLOG","VRL Logistics Limited","EQ","30-APR-2015","10","1","INE366I01010","10","1,933","214.00"
"VSSL","Vardhman Special Steels Limited","EQ","17-MAY-2012","10","1","INE050M01012","10","220.96","54.70"
"VSTIND","VST Industries Limited","EQ","05-SEP-2003","10","1","INE710A01016","10","6,055","3,921"
"VSTTILLERS","V.S.T Tillers Tractors Limited","EQ","20-JUN-2011","10","1","INE764D01017","10","868.57","1,005"
"VTL","Vardhman Textiles Limited","EQ","14-JAN-2003","10","1","INE825A01012","10","5,509","957.75"
"WABAG","VA Tech Wabag Limited","EQ","13-OCT-2010","2","1","INE956G01038","2","881.88","161.25"
"WABCOINDIA","WABCO India Limited","EQ","01-OCT-2008","5","1","INE342J01019","5","12,551","6,620"
"WALCHANNAG","Walchandnagar Industries Limited","EQ","18-SEP-1996","2","1","INE711A01022","2","146.76","38.55"
"WANBURY","Wanbury Limited","BE","29-JAN-2007","10","1","INE107F01022","10","56.18","22.50"
"WATERBASE","Waterbase Limited","EQ","08-FEB-1995","10","100","INE054C01015","10","454.24","109.65"
"WEBELSOLAR","Websol Energy System Limited","EQ","15-MAY-2007","10","1","INE855C01015","10","49.04","16.45"
"WEIZFOREX","Weizmann Forex Limited","BZ","28-JUN-2011","10","1","INE726L01019","10","342.85","308.10"
"WEIZMANIND","Weizmann Limited","EQ","10-MAY-1995","10","1","INE080A01014","10","36.61","21.20"
"WELCORP","Welspun Corp Limited","EQ","24-MAY-2005","5","1","INE191B01025","5","3,111","119.25"
"WELENT","Welspun Enterprises Limited","EQ","04-NOV-2004","10","1","INE625G01013","10","1,100","74.00"
"WELINV","Welspun Investments and Commercials Limited","EQ","20-SEP-2010","10","1","INE389K01018","10","64.61","177.00"
"WELSPUNIND","Welspun India Limited","EQ","04-DEC-2003","1","1","INE192B01031","1","3,476","34.60"
"WENDT","Wendt (India) Limited","EQ","07-AUG-2006","10","1","INE274C01019","10","444.75","2,224"
"WESTLIFE","Westlife Development Ltd","EQ","19-AUG-2019","2","1","INE274F01020","2","6,225","399.90"
"WHEELS","Wheels India Limited","EQ","07-APR-2000","10","1","INE715A01015","10","1,139","473.45"
"WHIRLPOOL","Whirlpool of India Limited","EQ","06-APR-2010","10","1","INE716A01013","10","27,040","2,131"
"WILLAMAGOR","Williamson Magor & Company Limited","EQ","08-FEB-1995","10","1","INE210A01017","10","13.54","12.35"
"WINDMACHIN","Windsor Machines Limited","EQ","17-AUG-2011","2","1","INE052A01021","2","77.27","11.90"
"WIPL","The Western India Plywoods Limited","BE","17-APR-2017","10","1","INE215F01023","10","39.47","46.50"
"WIPRO","Wipro Limited","EQ","08-NOV-1995","2","1","INE075A01022","2","121,749","213.10"
"WOCKPHARMA","Wockhardt Limited","EQ","23-FEB-2000","5","1","INE049B01025","5","2,836","256.10"
"WONDERLA","Wonderla Holidays Limited","EQ","09-MAY-2014","10","1","INE066O01014","10","1,153","203.95"
"WSI","W S Industries (I) Limited","BE","01-AUG-2007","10","1","INE100D01014","10","3.41","1.30"
"WSTCSTPAPR","West Coast Paper Mills Limited","EQ","17-JAN-2001","2","1","INE976A01021","2","1,250","189.20"
"XCHANGING","Xchanging Solutions Limited","EQ","09-MAR-2005","10","1","INE692G01013","10","491.83","44.15"
"XELPMOC","Xelpmoc Design And Tech Limited","EQ","04-FEB-2019","10","1","INE01P501012","10","76.20","55.60"
"XPROINDIA","Xpro India Limited","EQ","27-APR-2004","10","1","INE445C01015","10","22.74","19.25"
"YESBANK","Yes Bank Limited","EQ","12-JUL-2005","2","1","INE528G01027","2","7,345","28.80"
"ZEEL","Zee Entertainment Enterprises Limited","EQ","09-SEP-1998","1","1","INE256A01028","1","20,122","209.50"
"ZEELEARN","Zee Learn Limited","EQ","20-DEC-2010","1","1","INE565L01011","1","498.92","15.30"
"ZEEMEDIA","Zee Media Corporation Limited","EQ","10-JAN-2007","1","1","INE966H01019","1","200.09","4.25"
"ZENITHBIR","Zenith Birla (India) Limited","EQ","30-APR-2007","10","1","INE318D01020","10","4.59","0.35"
"ZENITHEXPO","Zenith Exports Limited","EQ","10-JUL-1996","10","1","INE058B01018","10","19.55","36.20"
"ZENSARTECH","Zensar Technologies Limited","EQ","09-JUL-2003","2","1","INE520A01027","2","2,823","125.25"
"ZENTEC","Zen Technologies Limited","EQ","30-MAR-2015","1","1","INE251B01027","1","352.62","45.70"
"ZICOM","Zicom Electronic Security Systems Limited","EQ","18-APR-2006","10","1","INE871B01014","10","5.15","1.25"
"ZODIACLOTH","Zodiac Clothing Company Limited","EQ","27-SEP-1995","10","1","INE206B01013","10","324.02","144.15"
"ZODJRDMKJ","Zodiac JRD- MKJ Limited","EQ","19-JUL-1995","10","1","INE077B01018","10","12.64","24.40"
"ZOTA","Zota Health Care LImited","EQ","19-AUG-2019","10","1","INE358U01012","10","404.64","164.75"
"ZUARI","Zuari Agro Chemicals Limited","EQ","27-NOV-2012","10","1","INE840M01016","10","275.90","65.60"
"ZUARIGLOB","Zuari Global Limited","EQ","12-APR-1995","10","1","INE217A01012","10","99.95","33.95"
"ZYDUSWELL","Zydus Wellness Limited","EQ","13-NOV-2009","10","1","INE768C01010","10","8,160","1,415"
